location,new_cases_per_million,new_deaths_per_million,stringency_index_cov,population_density_cov,population_cov,median_age_cov,aged_65_older_cov,aged_70_older_cov,gdp_per_capita_cov,cardiovasc_death_rate_cov,diabetes_prevalence_cov,life_expectancy_cov,human_development_index_cov,Population,Area_km2,Density_km2,Year_x,Meningitis,Neoplasms,"Fire, heat, and hot substances",Malaria,Drowning,Interpersonal violence,HIV/AIDS,Drug use disorders,Tuberculosis,Road injuries,Maternal disorders,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Nutritional deficiencies,Self-harm,Conflict and terrorism,Diabetes mellitus,Poisonings,Protein-energy malnutrition,Cardiovascular diseases,Chronic kidney disease,Chronic respiratory diseases,Cirrhosis and other chronic liver diseases,Digestive diseases,Acute hepatitis,Alzheimer's disease and other dementias,Parkinson's disease,Total_death_ratio,air_polution,Obesity_rate
Slovakia,50392.636,392.35699999999997,54.91717607973424,113.128,5449270.0,41.2,15.07,9.167,30155.152,287.959,7.29,77.54,0.86,5453014,18933.0,111.0,2019,0.0003667696,0.2549232406,0.0011369859,0.0,0.0023289872,0.0021639409,7.33539e-05,0.0003300927,0.0005684929,0.0078305319,5.50154e-05,0.033926192,0.002090587,0.0039977891,0.0,0.0003300927,0.002017233,0.0001833848,0.0127452451,0.0,0.0152392787,0.0004584621,0.0001467079,0.4913979682,0.0139005695,0.021034239,0.0310653888,0.0548137232,3.6677e-05,0.0359250866,0.006656869,0.9957429047,18.52632,20.5
Slovenia,58762.99599999999,1297.424,54.81041916167673,102.619,2078723.0,44.5,19.062,12.93,31400.84,153.493,7.25,81.32,0.917,2077837,7827.0,102.0,2019,0.0002887618,0.3049324851,0.0005293967,0.0,0.0009625394,0.0009144124,9.62539e-05,0.0013475552,0.0006256506,0.006545268,4.8127e-05,0.0333519906,0.0007219046,0.0100585368,0.0,0.0002887618,0.0006737776,9.62539e-05,0.0197320579,0.0,0.0171813285,0.0002887618,4.8127e-05,0.375245989,0.0125611393,0.0307531341,0.0273842462,0.0540947148,4.8127e-05,0.0643457596,0.0099141559,0.9730792165,17.06109,20.2
Solomon Islands,24.146,0.0,40.43246913580251,21.841,703995.0,20.8,3.507,2.043,2205.923,459.78,18.68,73.0,0.567,652857,11157.0,23.0,2019,0.0026039393,0.099562385,0.003063458,0.0133260423,0.0186870938,0.0052078786,0.0062800889,0.0006126916,0.0067396076,0.0238949724,0.0090372011,0.0733698191,0.0171553648,0.0019912477,0.0,0.0364551502,0.0004595187,0.0039824954,0.0220568976,0.0,0.0661706928,0.0033698038,0.0038293225,0.3500000766,0.0136323881,0.0531509963,0.0203719957,0.0294091968,0.001531729,0.0033698038,0.0029102851,0.8922321427,12.8568,22.5
South Africa,17607.024000000005,474.15199999999993,60.241914893616936,46.754,60041996.0,27.3,5.344,3.053,12294.876,200.38,5.52,64.13,0.709,57792518,471442.0,47.0,2019,0.003843058,0.0948271539,0.0037703843,0.0008028721,0.0026145253,0.033087328,0.248909383,0.0001989877,0.0342345353,0.0332897764,0.002386122,0.0500774166,0.0296543577,0.0010070508,0.0001176623,0.0233594252,0.000728468,0.0036354187,0.0136072977,6.57525e-05,0.0475338347,0.0008841975,0.0035246777,0.1430306255,0.0213747392,0.0308465535,0.0100774291,0.023110258,0.0002145606,0.0114253544,0.0022494261,0.8744886319,28.32529,28.3
South Korea,1203.9299999999998,17.81299999999999,52.438318840579605,527.967,51305184.0,43.4,13.914,8.622,35938.374,85.998,6.8,83.03,0.916,51171706,38667.0,511.0,2019,0.0001504738,0.2035812525,0.0010884921,3.9084e-06,0.0013503556,0.0014578369,0.0002696803,0.0002325504,0.0061635623,0.0134488383,7.42598e-05,0.030553994,0.0010572249,0.0019483423,0.0,0.0019366171,0.0005882157,0.0006214372,0.0284825368,0.0,0.0251349838,0.0004142914,0.000238413,0.151413752,0.0155926011,0.0303019016,0.0202377462,0.0339738527,5.27635e-05,0.0360570351,0.0072891844,0.6137161032,27.44749,4.7
Spain,41250.537000000004,1087.5309999999993,61.44626865671634,93.105,46745211.0,45.5,19.436,13.799,34272.36,99.403,7.17,83.56,0.904,46692858,195364.0,92.0,2019,0.0003319565,0.2694951763,0.0005118556,0.0,0.0009102034,0.0007174545,0.0014541838,0.001559125,0.0008095456,0.0055040537,3.21248e-05,0.0303772367,0.0010344194,0.0009187701,0.0,0.0025978277,0.0001263577,0.001000153,0.0080504817,2.1417e-06,0.021705675,0.0002312988,0.0006467799,0.2816126612,0.0313645397,0.0782989124,0.0176001221,0.0497120994,2.99832e-05,0.0625534637,0.0131433377,0.8823319404,9.99323,23.8
Sri Lanka,2014.1680000000003,9.512000000000002,50.67252941176486,341.955,21497306.0,34.1,10.069,5.331,11669.077,197.093,10.68,76.98,0.782,21228763,25332.0,324.0,2019,0.0013990452,0.0882010883,0.0017099442,0.0,0.0043714276,0.0036177332,0.0001790024,0.0006312191,0.0041123451,0.0155873425,0.0004899014,0.0221350627,0.0050544631,0.0018748148,0.0,0.0048000913,0.0002308189,0.0007678262,0.020844361,0.0013283864,0.0625236619,0.0003014778,0.0006971673,0.2194051533,0.0261908807,0.0640498931,0.020580568,0.0252016568,0.0001083436,0.0195065534,0.0040416863,0.6199419156,19.96277,5.2
Sudan,567.8110000000005,32.68599999999999,61.7412969283276,23.258,44909351.0,19.7,3.548,2.034,4466.507,431.388,15.67,65.31,0.51,40782742,718719.0,22.0,2019,0.0016232356,0.0419295005,0.0027217395,0.0057303651,0.0030797341,0.001534963,0.0126401506,0.0009317667,0.0027217395,0.0180198771,0.0059167184,0.0172278755,0.0525173123,0.0002452018,0.0,0.0165069823,0.000144669,0.001949354,0.0049751437,0.0002476538,0.0069097855,0.0015006348,0.0017777127,0.1823589988,0.0116568915,0.0176324584,0.010053272,0.0154820389,0.002655535,0.0069024295,0.0017409325,0.449334672,56.03598,6.6
Suriname,10493.448999999984,206.1699999999999,73.5697952218431,3.612,591798.0,29.6,6.933,4.229,13767.119,258.314,12.54,71.68,0.738,575990,63251.0,4.0,2019,0.0012152989,0.1243077137,0.0020833695,0.0,0.0048611955,0.0085070921,0.0173614125,0.0005208424,0.0017361413,0.0177086408,0.0019097554,0.0282991024,0.0227434504,0.002777826,0.0,0.0065973368,0.0001736141,0.0026042119,0.0251740482,0.0,0.0463549714,0.0003472283,0.0022569836,0.2470529002,0.0454869008,0.0203128527,0.0220489939,0.0435771454,0.0001736141,0.0189239397,0.0043403531,0.719456935,21.62903,26.4
Sweden,43048.44,858.9389999999995,53.540746268656534,24.718,10160159.0,41.0,19.985,13.433,46949.283,133.982,4.79,82.8,0.945,9971638,173859.0,22.0,2019,0.0003108817,0.2655531619,0.0008925314,0.0,0.0009326452,0.0012034131,0.0002005689,0.0048637947,0.000792247,0.0036904669,3.00853e-05,0.0285409478,0.0012535553,0.0036503531,0.0,0.0074411045,0.0005916781,0.0012736122,0.013728938,0.0,0.0207488479,0.0003309386,0.0010730434,0.3618964106,0.0200468569,0.0449073663,0.0107204052,0.0323517561,3.00853e-05,0.0565303313,0.0126157809,0.8962018076,5.72135,20.6
Switzerland,51895.632,903.3360000000007,49.76331189710609,214.243,8715494.0,43.1,18.436,12.644,57410.166,99.739,5.59,83.78,0.955,8525611,15940.0,207.0,2019,0.0003166928,0.2374961748,0.0004574452,0.0,0.000609927,0.0006333857,0.0004339865,0.0024866253,0.0004574452,0.0039645252,4.69175e-05,0.0228253435,0.001735946,0.003249034,4.69175e-05,0.0029557999,0.000129023,0.0011142896,0.013735086,0.0,0.0163507343,0.0001172936,0.0008914317,0.2811411405,0.0260157307,0.0360560668,0.0124917733,0.0348596716,4.69175e-05,0.0602654754,0.0113422956,0.7722730957,10.04367,19.5
Tajikistan,1401.5890000000002,9.249999999999991,48.4037551020409,64.281,9749625.0,23.3,3.466,2.155,2896.913,427.698,7.11,71.1,0.668,9100835,55251.0,64.0,2019,0.0013735003,0.0589835988,0.0028458927,0.0,0.0068235497,0.0025711926,0.0006592802,0.0002637121,0.008164086,0.0077465419,0.0006043402,0.036029661,0.0298873675,0.0016152364,0.0,0.0090101623,0.000131856,0.0002747001,0.0050984333,0.0,0.0181851445,0.0004505081,2.1976e-05,0.2401537881,0.0044501411,0.0183389766,0.02404175,0.0291951233,0.0007801482,0.0049006492,0.0023843966,0.5149857128,39.90629,14.2
Tanzania,8.277999999999999,0.342,28.78285223367692,64.699,61498438.0,17.7,3.108,1.874,2683.304,217.288,5.75,65.46,0.529,56313438,365754.0,59.0,2019,0.0066857932,0.0557895258,0.0021273785,0.0302130373,0.0022552344,0.0061477333,0.0481678991,0.0003427246,0.0358173834,0.0103421141,0.0097774176,0.05858282,0.0703100386,0.0006215213,0.0,0.0279542513,0.0004297376,0.012229763,0.0057375293,3.37397e-05,0.0149697839,0.0018112906,0.0117432006,0.0967602085,0.0110666303,0.0124322014,0.0151775496,0.0257878057,0.0011311687,0.0064709244,0.0013389344,0.5822553402,24.60327,8.4
Thailand,98.33800000000002,0.8690000000000003,46.38520661157019,135.132,69950844.0,40.1,11.373,6.89,16277.671,109.861,7.04,77.15,0.777,69428453,198116.0,135.0,2019,0.0014936239,0.1664216831,0.0009895079,1.4403e-06,0.0065088588,0.0058117383,0.0247953098,0.0007000012,0.0111985788,0.0281455213,0.0004061735,0.0447035742,0.0024370412,0.0009131703,1.00823e-05,0.0089459,6.33746e-05,0.001428809,0.0102364372,8.64199e-05,0.0281872909,0.0002232514,0.0013452698,0.1668336179,0.0395313432,0.0344599353,0.0282348218,0.0470052242,0.000277984,0.0310434686,0.0058794339,0.6983188866,27.32291,10.0
Timor,32.738,0.0,38.947929824561555,87.176,1343875.0,18.0,3.556,1.897,6570.102,335.346,6.86,69.5,0.606,1267974,5760.0,85.0,2019,0.0024448451,0.0649855596,0.0010252576,0.0,0.005441752,0.0029180409,0.018770101,0.0001577319,0.0235809252,0.0125396893,0.0048896902,0.0473984482,0.0413257685,0.0005520618,0.0,0.0185335031,0.0001577319,0.0051262881,0.0049685561,0.0,0.0150634004,0.0003154639,0.0045742263,0.1939314213,0.0183757711,0.0406948407,0.0165618538,0.0339912333,0.0004731958,0.008044329,0.0024448451,0.5892865311,15.75327,3.8
Togo,428.5240000000002,8.024000000000003,56.567326732673166,143.366,8478242.0,19.4,2.839,1.525,1429.813,280.033,6.15,61.04,0.515,7889093,21925.0,139.0,2019,0.0079223302,0.0485733911,0.0019393864,0.0689052595,0.0018633321,0.0070857322,0.0437059114,0.0002281631,0.0269232471,0.0184178333,0.0069843263,0.0552154728,0.0572689408,0.0006718136,0.0,0.0741276595,0.0004816777,0.0030041476,0.0074913555,0.0,0.0132588119,0.0013182758,0.0027886602,0.105981765,0.0127264313,0.0168840702,0.0161235265,0.0295344471,0.0010901126,0.0050702914,0.0014070058,0.6369933781,46.12588,8.4
Trinidad and Tobago,5094.878,90.51299999999985,72.10610921501717,266.886,1403374.0,36.2,10.014,5.819,28763.071,228.467,10.97,73.51,0.796,1389843,1981.0,271.0,2019,0.0007914563,0.1451243054,0.001510962,0.0,0.0026621712,0.022736381,0.014821818,0.0007195057,0.0014390115,0.0133828065,0.000503654,0.019714457,0.0089938216,0.0023024183,0.0,0.0017987643,7.19506e-05,0.0018707149,0.0111523388,0.0,0.1318854,0.0001439011,0.0017987643,0.2889535005,0.044465454,0.0194986052,0.0135267077,0.0334570164,7.19506e-05,0.0241034419,0.0052523918,0.8127536707,22.07242,18.6
Tunisia,11657.406000000006,391.77200000000016,53.78590759075906,74.228,11935764.0,32.7,8.001,5.075,10849.297,318.991,8.52,76.7,0.74,11565201,63170.0,71.0,2019,0.0007349634,0.0874174171,0.0018244387,0.0,0.0011067685,0.000674437,0.0012797011,0.0013661673,0.0010462421,0.021383113,0.0004755646,0.0158925037,0.0077300861,0.0002939854,0.0,0.0010462421,6.9173e-05,0.0002507522,0.0035451178,0.0001296994,0.0157628043,0.0007349634,0.0001902258,0.3026925343,0.0227752202,0.0229049197,0.0118199416,0.0188064176,0.0007522567,0.0220229635,0.004193615,0.5689222349,30.55062,26.9
Turkey,16290.949000000002,245.52200000000002,63.932195945945985,104.914,85042736.0,31.6,8.153,5.061,25129.341,171.285,12.13,77.69,0.82,82340088,302533.0,105.0,2019,0.0004262808,0.1272964391,0.0005088651,0.0,0.0008428458,0.0019492328,0.0002744714,0.000418994,0.0010116579,0.0094109688,0.000344911,0.0180568182,0.0084321017,0.0002914741,0.0,0.0008889959,5.34369e-05,0.0012666977,0.0031394186,0.0003752729,0.0239239482,0.0005501573,0.000835559,0.2145528433,0.0233094237,0.0400546086,0.0089251787,0.0171435328,0.0001578818,0.0239506667,0.0046611561,0.5330538389,26.85069,32.01
Uganda,747.3169999999999,5.309999999999997,75.54657342657372,213.759,47123533.0,16.4,2.168,1.308,1697.707,213.333,2.5,63.37,0.544,42729036,93262.0,177.0,2019,0.0092232364,0.0506634411,0.0014416426,0.05286101,0.001757587,0.0055653022,0.0485899097,0.0001076551,0.0324978078,0.01301925,0.0049638377,0.0386084067,0.0724448827,0.0006108259,0.0,0.0256383037,0.00035573,0.0092138751,0.0050714928,0.0001427601,0.0117788756,0.0012754793,0.0089494179,0.0658779196,0.0079243538,0.0128250027,0.0121439669,0.0214257115,0.0009127283,0.0043389699,0.0009759172,0.5212052994,35.2285,5.3
Ukraine,25007.507999999994,443.55800000000016,63.94269736842111,77.39,43466822.0,41.4,16.462,11.133,7894.393,539.849,7.11,72.06,0.779,44246156,233011.0,73.0,2019,0.0009017733,0.2242409488,0.0049676632,0.0,0.0077656464,0.0119309799,0.0150137336,0.0033381431,0.0091375169,0.0157753817,0.0001830668,0.0197395679,0.0029494088,0.017438803,0.0,0.0001875869,0.0061768078,0.0003141516,0.0309405409,0.0005130389,0.0063756951,0.0034782683,0.0001514256,1.0156272106,0.0060118217,0.0275300752,0.0455203385,0.0683449202,0.000162726,0.0369975643,0.0081046589,1.5898194636,14.70064,24.1
United Arab Emirates,20800.752,66.92300000000013,54.535414201183166,112.442,9991083.0,34.0,1.144,0.526,67293.483,317.84,17.26,77.97,0.89,9630959,32278.0,115.0,2019,0.0005606918,0.056827155,0.0019728046,0.0,0.0018066737,0.0009033368,0.0016613091,0.0083584615,0.0012355987,0.0397987366,0.0001245982,0.006219526,0.0008618041,0.0007891218,0.0,0.0006229909,0.0001245982,7.26823e-05,0.0068944328,0.0,0.0137577161,0.0004360936,3.11495e-05,0.0895134119,0.0148790998,0.0184612976,0.0052538901,0.0076212556,0.0007164396,0.0014328791,0.0009344864,0.2818722414,43.0844,31.7
United Kingdom,36533.411000000015,1078.6260000000002,61.8078571428573,272.898,68207114.0,40.8,18.517,12.527,39753.244,122.137,4.28,81.32,0.932,67141684,93627.0,277.0,2019,0.0003946877,0.2919185048,0.0005704355,0.0,0.0004468163,0.0005049024,0.0003470273,0.003952835,0.0005808612,0.0040153893,5.95755e-05,0.0623710898,0.0022102514,0.0026243012,0.0,0.0021134412,0.0001906416,0.0002368126,0.0083673802,2.9788e-06,0.009484421,0.0002010673,0.0001757478,0.2801731932,0.011581479,0.0772679458,0.0149400483,0.0494700133,3.27665e-05,0.048293397,0.0117750994,0.8843031104,10.02183,27.8
United States,60656.14100000001,1056.5899999999997,59.58255072463729,35.608,332915074.0,38.3,15.413,9.732,54225.446,151.089,10.79,78.86,0.926,327096265,3717792.0,34.0,2019,0.0003503556,0.2365954867,0.001105485,0.0,0.0011051792,0.0054140025,0.002156246,0.0200910273,0.0002989945,0.0126452071,0.0003026632,0.0250449206,0.00336109,0.0042935373,3.21006e-05,0.0035851831,0.0004212827,0.0018618372,0.0138641143,9.4773e-06,0.0237602835,0.0004671408,0.0017456635,0.2927135227,0.0326980193,0.0687834207,0.0205707026,0.0395427933,4.00494e-05,0.0439989738,0.0098475597,0.8667063196,7.67611,36.2
Uruguay,5485.853999999999,51.94300000000001,50.040918367347025,19.751,3485152.0,35.6,14.655,10.361,20551.409,160.708,6.93,77.91,0.817,3449285,68037.0,20.0,2019,0.0004058812,0.2923504436,0.0019424315,0.0,0.0020583976,0.0061462013,0.0051314983,0.0004348727,0.0016235249,0.0162352488,0.0002899152,0.0462414674,0.0042907443,0.0032180582,0.0,0.0047836001,0.0001739491,0.0038848631,0.0193083494,0.0,0.0259474065,0.0004638643,0.0030151176,0.2900021309,0.028672609,0.0624767162,0.0136550039,0.0448208832,2.89915e-05,0.0434002989,0.010118039,0.9311205076,9.57094,27.9
Uzbekistan,2270.7630000000004,18.067999999999994,61.42065068493162,76.134,33935765.0,28.2,4.469,2.873,6253.104,724.417,7.57,71.72,0.72,32476244,172741.0,73.0,2019,0.0005388554,0.0687825846,0.0021061549,0.0,0.0049174406,0.0029991153,0.0018013167,0.0005788847,0.00752858,0.0151772477,0.0007020516,0.0332150479,0.0161872167,0.0004803511,0.0,0.000495747,0.0005480929,0.0001262461,0.0116793063,0.0,0.0251075833,0.001133136,2.77126e-05,0.3306847922,0.0122273992,0.0118147899,0.0401585848,0.0462461115,0.0004002926,0.0034455955,0.0016750706,0.6407853076,36.352,16.6
Vanuatu,3.18,0.0,29.918461538461507,22.662,314464.0,23.1,4.394,2.62,2921.909,546.3,12.02,70.47,0.609,292680,4706.0,24.0,2019,0.0020500205,0.0768757688,0.0013666803,0.0003416701,0.0109334427,0.0010250103,0.0064917316,0.0003416701,0.0140084734,0.0228918956,0.0027333607,0.0386087194,0.0235752358,0.0013666803,0.0,0.0232335657,0.0003416701,0.004100041,0.0174251743,0.0,0.0433921006,0.0006833402,0.004100041,0.2969113024,0.0239169058,0.0587672543,0.0167418341,0.0314336477,0.0010250103,0.0064917316,0.0044417111,0.7356156895,12.7414,25.2
Venezuela,3956.055,35.82799999999999,84.15894197952187,36.253,28704947.0,29.0,6.614,3.915,16745.022,204.85,6.47,72.06,0.711,28887118,352143.0,32.0,2019,0.0008792847,0.1203685324,0.0006785031,0.0023089877,0.0018139573,0.0378853993,0.0064042387,0.0003115576,0.0028594061,0.0214870864,0.0017204901,0.019230025,0.0115553237,0.0006508091,0.0,0.0049087624,3.80793e-05,0.0019108864,0.007996644,0.0,0.0373695984,0.0002838636,0.0018243426,0.2129322835,0.0360195157,0.0244468832,0.0162425341,0.0297745175,7.26968e-05,0.021854032,0.003873699,0.6277019397,22.21524,25.6
Vietnam,14.911999999999997,0.355,61.437034883720955,308.127,98168829.0,32.6,7.15,4.718,6171.884,245.465,6.0,75.4,0.704,95545962,127782.0,289.0,2019,0.0007818227,0.1178113629,0.000636343,6.17504e-05,0.0063822687,0.0013260634,0.0066973003,0.0012308212,0.0195518467,0.0252789333,0.0002449083,0.0223400336,0.0067695169,0.0010466167,5.2331e-06,0.0017499431,8.58226e-05,0.0009984723,0.008492248,0.0,0.0307611116,0.0009785866,9.94286e-05,0.2513565147,0.0224865599,0.0379178766,0.0247388791,0.0327653826,0.0007054197,0.0203671611,0.0044575405,0.648125768,20.19471,2.1
Yemen,68.85300000000008,20.01700000000002,38.366917293232966,53.508,30490639.0,20.3,2.922,1.583,1479.147,495.003,5.35,66.12,0.47,28498683,203848.0,54.0,2019,0.0016807794,0.0444967931,0.0029439957,0.0178569655,0.0029580314,0.0028773259,0.0012176001,0.0009158318,0.0036106932,0.0411141806,0.0059827326,0.0220676864,0.0666065867,0.0002877326,0.0,0.02320809,0.0001508842,0.0035440234,0.0054739372,0.0470267345,0.0063687154,0.0015790203,0.003301907,0.1956300928,0.0093899076,0.0201342637,0.0097758903,0.0171130715,0.0018351725,0.0060739649,0.0014491898,0.5666718002,44.64506,17.1
Zambia,1095.3700000000015,20.51900000000002,47.912941176470795,22.995,18920657.0,17.7,2.48,1.542,3689.251,234.499,3.94,63.89,0.584,17351708,290583.0,23.0,2019,0.0119008457,0.0564151956,0.0018787776,0.027530431,0.0020689606,0.0093132042,0.1299007567,0.0003457873,0.0406645847,0.0131687324,0.0046335496,0.0471999644,0.0567725091,0.0007895476,2.30525e-05,0.0416327891,0.0004841022,0.0109441676,0.0080568437,5.7631e-06,0.0148285114,0.0017808045,0.010534986,0.1046409956,0.0111285875,0.0137623339,0.0264700167,0.0376216566,0.0015157009,0.0043972616,0.0011699136,0.6915803332,25.92371,8.1
Zimbabwe,918.819,24.052999999999994,75.82592334494753,42.729,15092171.0,19.6,2.822,1.882,1899.775,307.846,1.82,61.49,0.571,14438802,150871.0,37.0,2019,0.0100423844,0.0855541893,0.0045848679,0.0143225179,0.005727622,0.0099315719,0.1435160618,0.0008795744,0.0724783123,0.0176884481,0.0089619624,0.0893218149,0.0596240602,0.0003670665,0.0045710163,0.0321010012,0.0002562539,0.0199739563,0.016642655,7.61836e-05,0.0239632069,0.0028049419,0.0197731086,0.1233481836,0.0158738931,0.0200224368,0.0143017405,0.0307296963,0.0009419064,0.0056237353,0.0016067815,0.8556111511,20.84664,15.5
